,Título,Zona,Precio,M2,Habitaciones,Baños,Terraza,Amueblado,Parking,Link,Latitud,Longitud,idZona,TerrazaBin
10467,Alquiler apartamento  luminoso y bonito de 2 dormitorios en Barcelona,Raval,2013.0,60.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-luminoso_y_bonito_de_2_dormitorios_raval-barcelona-i30466000005699.htm?pag=673&f=&geo=p&from=list&lo=55,41.384617,2.1683678,01,0
10468,Alquiler piso en c/ mejia lequerica piso c/ mejia lequerica 40. 4 habitaciones luminos en Barcelona,Sant Ramon - Maternitat,1300.0,107.0,4,1,Balcón / Terraza 4 m,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-c_mejia_lequerica_40_4_habitaciones_luminos_c_mejia_lequerica_40_sant_ramon_maternitat-barcelona-i500004044405.htm?pag=674&f=&geo=p&from=list&lo=55,41.3840069,2.1265037,20,1
10469,"Alquiler piso en avinguda mare deu de montserrat alquiler piso varsovia, amplio e impecable en Barcelona",Baix Guinardó,1050.0,80.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-varsovia_amplio_e_impecable_avenida_mare_deu_de_montserrat_sn_baix_guinardo-barcelona-i500003933606.htm?pag=674&f=&geo=p&from=list&lo=55,41.4198097,2.172912,33,0
10470,Alquiler piso eixample en Esquerra Alta de l´Eixample Barcelona,Esquerra Alta de l´Eixample,1200.0,90.0,3,2,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-eixample_esquerra_alta_de_l_eixample-barcelona-i473003793186.htm?pag=679&f=&geo=p&from=list&lo=55,41.3856820385,2.1422889074,08,0
10471,Alquiler piso en Esquerra Alta de l´Eixample Barcelona,Esquerra Alta de l´Eixample,1350.0,114.0,3,2,nan,,,https://www.habitaclia.com/alquiler-piso-esquerra_alta_de_l_eixample-barcelona-i3621000000019.htm?pag=674&f=&geo=p&from=list&lo=55,41.3879,2.14547,08,0
10472,Alquiler apartamento  de 3 habitaciones city center en Barcelona,Dreta de l´Eixample,2500.0,130.0,3,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-de_3_habitaciones_city_center_dreta_de_l_eixample-barcelona-i30466000004843.htm?pag=674&f=&geo=p&from=list&lo=55,41.3873283,2.1675702,07,0
10474,"Alquiler piso  en alquiler de 100m² amueblado con terraza de 15m² con vistas al parque de santa amelia, en sarriá. tiene 3 habitaciones (1 doble en suite con baño completo y plato de ducha y vestidor y las 2 restantes son individuale), cocina tipo office y 1 baño en Barcelona",Sarrià,1800.0,100.0,3,2,nan,Amueblado ,Plaza parking ,https://www.habitaclia.com/alquiler-piso-en_de_100m2_amueblado_con_terraza_de_15m2_con_vist_sarria-barcelona-i5903001748030.htm?pag=679&f=&geo=p&from=list&lo=55,41.3939987,2.123551,23,0
10475,Alquiler piso primero con 2 habitaciones y amueblado en Barcelona,St. Pere - Sta. Caterina - El Born,1400.0,104.0,2,2,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-primero_con_2_habitaciones_y_amueblado_st_pere_sta_caterina_el_born-barcelona-i5889003763673.htm?pag=679&f=&geo=p&from=list&lo=55,41.38547,2.18031,04,0
10476,Alquiler apartamento luminoso apartamento en barrio gótico en Barcelona,Gòtic,1287.0,55.0,2,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-luminoso_en_barrio_gotico_gotic-barcelona-i30466000003679.htm?pag=673&f=&geo=p&from=list&lo=55,41.3797466,2.1771484,02,0
10477,Alquiler piso  con 2 habitaciones con ascensor y calefacción en Barcelona,Esquerra Baixa de l´Eixample,1100.0,70.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_con_ascensor_y_calefaccion_esquerra_baixa_de_l_eixample-barcelona-i29986000000068.htm?pag=679&f=&geo=p&from=list&lo=55,41.38759,2.16246,09,0
10478,Alquiler piso  con 2 habitaciones en Vila de Gràcia Barcelona,Vila de Gràcia,995.0,65.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_2_habitaciones_vila_de_gracia-barcelona-i30263000000023.htm?pag=679&f=&geo=p&from=list&lo=55,41.40444,2.16172,31,0
10479,Alquiler piso  alto y luminoso con balcón en Barcelona,Sant Antoni,1140.0,70.0,2,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-alto_y_luminoso_con_balcon_sant_antoni-barcelona-i29635000000078.htm?pag=679&f=&geo=p&from=list&lo=55,41.37517,2.1577,10,0
10480,Alquiler piso cerca de las ramblas y passeig colom en Barcelona,Gòtic,850.0,88.0,4,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-cerca_de_las_ramblas_y_passeig_colom_gotic-barcelona-i33762004064459.htm?pag=679&f=&geo=p&from=list&lo=55,41.379987,2.176744,02,0
10481,Alquiler piso  en sants (Hostafrancs) en Hostafrancs Barcelona,Hostafrancs,600.0,34.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-en_sants_hostafrancs_hostafrancs-barcelona-i4292003965814.htm?pag=676&f=&geo=p&from=list&lo=55,41.3735050869,2.141672593,15,0
10482,Alquiler piso en carrer puigmarti pis al cor de la Vila de Gràcia en Barcelona,Vila de Gràcia,880.0,60.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-pis_al_cor_de_la_vila_de_gracia_calle_puigmarti_25_vila_de_gracia-barcelona-i500004065764.htm?pag=676&f=&geo=p&from=list&lo=55,41.402417767399996,2.1605976766999997,31,0
10483,Alquiler piso en carrer ample piso completo y reformado en carrer ample (Gòtic) en Barcelona,Gòtic,800.0,50.0,2,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-completo_y_reformado_en_carrer_ample_gotic_calle_ample_22_gotic-barcelona-i500003372867.htm?pag=676&f=&geo=p&from=list&lo=55,41.38016,2.17981,02,0
10484,Alquiler piso oportunidad Sarrià. en Sarrià Barcelona,Sarrià,1100.0,81.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-oportunidad_sarria_sarria-barcelona-i1042004018578.htm?pag=679&f=&geo=p&from=list&lo=55,41.4026569496,2.1190510858000002,23,0
10486,Alquiler apartamento  de 2 dormitorios en un rincón tranquilo del barrio del eixample en Barcelona,Esquerra Baixa de l´Eixample,12024.0,85.0,2,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-de_2_dormitorios_en_un_rincon_tranquilo_del_barrio_d_esquerra_baixa_de_l_eixample-barcelona-i30466000005668.htm?pag=676&f=&geo=p&from=list&lo=55,41.3848857,2.1601241,09,0
10487,Alquiler apartamento cómodo estudio yays sagrera - justo en el corazón de sagrera en Barcelona,Congrés - Indians,900.0,40.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-comodo_estudio_yays_sagrera_justo_en_el_corazon_de_sagrera_congres_indians-barcelona-i30466000004855.htm?pag=676&f=&geo=p&from=list&lo=55,41.4221098,2.181182,62,0
10488,Alquiler piso  con ascensor y aire acondicionado en Barcelona,Gòtic,890.0,50.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_ascensor_y_aire_acondicionado_gotic-barcelona-i30853000000144.htm?pag=676&f=&geo=p&from=list&lo=55,41.38222,2.17798,02,0
10489,Alquiler apartamento excelente vivienda amueblada en pedralbes en Barcelona,Sarrià,3500.0,140.0,2,3,nan,Amueblado ,Plaza parking ,https://www.habitaclia.com/alquiler-apartamento-excelente_vivienda_amueblada_en_pedralbes_sarria-barcelona-i8166003778415.htm?pag=679&f=&geo=p&from=list&lo=55,41.3977,2.11651,23,0
10490,Alquiler piso moderno estudio de alquiler amueblado y equipado en zona céntrica en Barcelona,Raval,775.0,40.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-moderno_estudio_de_amueblado_y_equipado_en_zona_centric_raval-barcelona-i27758000000468.htm?pag=679&f=&geo=p&from=list&lo=55,41.38383,2.16445,01,0
10491,Alquiler apartamento  nuevo de 1 habitación en Barcelona,Raval,790.0,58.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-apartamento-nuevo_de_1_habitacion_raval-barcelona-i3974003524036.htm?pag=678&f=&geo=p&from=list&lo=55,41.37951,2.17084,01,0
10492,Alquiler piso en Esquerra Alta de l´Eixample Barcelona,Esquerra Alta de l´Eixample,980.0,90.0,3,2,nan,,,https://www.habitaclia.com/alquiler-piso-esquerra_alta_de_l_eixample-barcelona-i21018004072973.htm?pag=678&f=&geo=p&from=list&lo=55,41.388043685700005,2.1481313831,08,0
10493,Alquiler piso  con 3 habitaciones y ascensor en Barcelona,Vila de Gràcia,900.0,76.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_y_ascensor_vila_de_gracia-barcelona-i19481003920414.htm?pag=678&f=&geo=p&from=list&lo=55,41.4032215,2.1533507,31,0
10494,Alquiler piso espectacular piso en paseo de gracia en Barcelona,Dreta de l´Eixample,2350.0,90.0,2,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-espectacular_en_paseo_de_gracia_dreta_de_l_eixample-barcelona-i8166003779105.htm?pag=678&f=&geo=p&from=list&lo=55,41.395363,2.160265,07,0
10495,Alquiler piso fantastico piso en el eixample en Dreta de l´Eixample Barcelona,Dreta de l´Eixample,1175.0,90.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-fantastico_en_el_eixample_dreta_de_l_eixample-barcelona-i528003768593.htm?pag=686&f=&geo=p&from=list&lo=55,41.3938441,2.1725995,07,0
10497,Alquiler piso  a estrenar con piscina comunitaria en Barcelona,Gòtic,1438.0,65.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-a_estrenar_con_piscina_comunitaria_gotic-barcelona-i14766003120359.htm?pag=681&f=&geo=p&from=list&lo=55,41.379266,2.179079,02,0
10498,Alquiler piso  con 3 habitaciones con vistas a la montaña en Barcelona,Carmel,665.0,60.0,3,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_3_habitaciones_con_vistas_a_la_montana_carmel-barcelona-i28145000000036.htm?pag=678&f=&geo=p&from=list&lo=55,41.42166,2.15302,37,0
10499,Alquiler piso jovellanos - pelai en Raval Barcelona,Raval,950.0,78.0,2,3,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-jovellanos_pelai_raval-barcelona-i36054000000041.htm?pag=681&f=&geo=p&from=list&lo=55,41.385172,2.1678,01,0
10500,Alquiler apartamento  de 3 dormitorios - 198.00 m2 en Barcelona,Font d´en Fargas,2250.0,198.0,3,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-apartamento-de_3_dormitorios_19800_m2_font_d_en_fargas-barcelona-i15471000017459.htm?pag=681&f=&geo=p&from=list&lo=55,41.425683,2.159691,36,0
10501,Alquiler piso  amueblado y equipado con vistas al borne en Barcelona,St. Pere - Sta. Caterina - El Born,1900.0,85.0,3,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-amueblado_y_equipado_con_vistas_al_borne_st_pere_sta_caterina_el_born-barcelona-i8166003781055.htm?pag=676&f=&geo=p&from=list&lo=55,41.38662,2.17796,04,0
10502,Alquiler piso en carrer del comte d'urgell 146 piso en Barcelona,Esquerra Alta de l´Eixample,750.0,38.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-en_calle_del_comte_d_urgell_146_esquerra_alta_de_l_eixample-barcelona-i31353000000009.htm?pag=681&f=&geo=p&from=list&lo=55,41.38568,2.15411,08,0
10503,Alquiler piso en Vila de Gràcia Barcelona,Vila de Gràcia,750.0,31.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-vila_de_gracia-barcelona-i6299003904372.htm?pag=681&f=&geo=p&from=list&lo=55,41.4115002273,2.1488276304,31,0
10504,Alquiler apartamento comodo apartamento de un dormitorio ubicado cerca del macba en Barcelona,Raval,1265.0,40.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-comodo_de_un_dormitorio_ubicado_cerca_del_macba_raval-barcelona-i30466000004992.htm?pag=679&f=&geo=p&from=list&lo=55,41.3827727,2.1646872,01,0
10506,Alquiler piso primero con ascensor en Sant Gervasi - Galvany Barcelona,Sant Gervasi - Galvany,1390.0,81.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-primero_con_ascensor_sant_gervasi_galvany-barcelona-i5889003763693.htm?pag=680&f=&geo=p&from=list&lo=55,41.40261,2.14481,26,0
10507,Alquiler piso en Sarrià Barcelona,Sarrià,2500.0,178.0,5,3,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-sarria-barcelona-i5903001747987.htm?pag=680&f=&geo=p&from=list&lo=55,0.0,0.0,23,0
10508,Alquiler piso en Vila de Gràcia Barcelona,Vila de Gràcia,950.0,80.0,2,1,nan,,,https://www.habitaclia.com/alquiler-piso-vila_de_gracia-barcelona-i27861003930215.htm?pag=681&f=&geo=p&from=list&lo=55,41.3981308,2.1544043,31,0
10509,Alquiler piso en passeig mercantil 2 piso lujoso de 1 habitación en Barcelona,St. Pere - Sta. Caterina - El Born,1050.0,70.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-lujoso_de_1_habitacion_paseo_mercantil_2_st_pere_sta_caterina_el_born-barcelona-i3974003523889.htm?pag=680&f=&geo=p&from=list&lo=55,41.38618,2.18435,04,0
10510,Alquiler piso bonito piso sin muebles en avenida sarriá en Barcelona,Esquerra Alta de l´Eixample,1600.0,140.0,4,2,nan,,,https://www.habitaclia.com/alquiler-piso-bonito_sin_muebles_en_avenida_sarria_esquerra_alta_de_l_eixample-barcelona-i8166003780827.htm?pag=681&f=&geo=p&from=list&lo=55,41.390276,2.145897,08,0
10511,Alquiler ático moderno ático duplex en Sarrià en Sarrià Barcelona,Sarrià,1800.0,150.0,3,2,nan,Amueblado ,,https://www.habitaclia.com/alquiler-atico-moderno_duplex_en_sarria_sarria-barcelona-i8166003780214.htm?pag=680&f=&geo=p&from=list&lo=55,41.395952,2.122359,23,0
10512,"Alquiler piso  con 4 habitaciones, ascensor y parking en Barcelona",Tres Torres,2490.0,150.0,4,3,nan,,Plaza parking ,https://www.habitaclia.com/alquiler-piso-con_4_habitaciones_ascensor_y_parking_tres_torres-barcelona-i2188003875277.htm?pag=680&f=&geo=p&from=list&lo=55,41.3996755664,2.1268277683,24,0
10513,Alquiler apartamento  luminoso de 2 dormitorios en Barcelona,Gòtic,2600.0,70.0,2,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-luminoso_de_2_dormitorios_gotic-barcelona-i30466000003293.htm?pag=680&f=&geo=p&from=list&lo=55,41.3830731,2.179548,02,0
10514,Alquiler apartamento acogedor estudio en portaferrisa en Barcelona,Gòtic,953.0,43.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-acogedor_estudio_en_portaferrisa_gotic-barcelona-i30466000005837.htm?pag=680&f=&geo=p&from=list&lo=55,41.3835328,2.1733187,02,0
10515,Alquiler apartamento en el corazón del distrito de la sagrada familia. en Barcelona,Dreta de l´Eixample,14136.0,45.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-en_el_corazon_del_distrito_de_la_sagrada_familia_dreta_de_l_eixample-barcelona-i30466000005641.htm?pag=680&f=&geo=p&from=list&lo=55,41.401605,2.169352,07,0
10516,Alquiler piso segundo amueblado en St. Pere - Sta. Caterina - El Born Barcelona,St. Pere - Sta. Caterina - El Born,790.0,65.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-segundo_amueblado_st_pere_sta_caterina_el_born-barcelona-i13074000015554.htm?pag=681&f=&geo=p&from=list&lo=55,41.3871955,2.1723891,04,0
10517,Alquiler apartamento  luminoso de 2 habitaciones en Barcelona,St. Pere - Sta. Caterina - El Born,1800.0,60.0,2,2,nan,,,https://www.habitaclia.com/alquiler-apartamento-luminoso_de_2_habitaciones_st_pere_sta_caterina_el_born-barcelona-i30466000004043.htm?pag=680&f=&geo=p&from=list&lo=55,41.3831931,2.1825161,04,0
10518,"Alquiler piso bien, en Sant Ramon - Maternitat Barcelona",Sant Ramon - Maternitat,700.0,47.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-bien_sant_ramon_maternitat-barcelona-i586004083783.htm?pag=683&f=&geo=p&from=list&lo=55,41.378315387600004,2.1247532541,20,0
10519,Alquiler piso  grande en la gran vía / rocafort en Barcelona,Font de la Guatlla,1600.0,149.0,5,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-grande_en_la_gran_via_rocafort_font_de_la_guatlla-barcelona-i1554004010755.htm?pag=683&f=&geo=p&from=list&lo=55,41.3732995,2.147027,14,0
10520,Alquiler piso  súper luminoso en eixample en Barcelona,Esquerra Alta de l´Eixample,1100.0,70.0,2,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-super_luminoso_en_eixample_esquerra_alta_de_l_eixample-barcelona-i27344003743773.htm?pag=683&f=&geo=p&from=list&lo=55,41.391363731999995,2.15005475,08,0
10522,Alquiler ático en escorial atico con vistas y terraza en Barcelona,Vila de Gràcia,1300.0,70.0,1,1,Terraza 20 m,Amueblado ,,https://www.habitaclia.com/alquiler-atico-con_vistas_y_terraza_escorial_1_vila_de_gracia-barcelona-i500003735840.htm?pag=678&f=&geo=p&from=list&lo=55,41.4061521063,2.1623424828,31,1
10523,Alquiler piso coqueto piso en el borne. en Dreta de l´Eixample Barcelona,Dreta de l´Eixample,615.0,36.0,1,1,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-coqueto_en_el_borne_dreta_de_l_eixample-barcelona-i9861003834204.htm?pag=684&f=&geo=p&from=list&lo=55,41.38792035,2.1699165,07,0
10524,Alquiler piso  con ascensor y calefacción en Putget - Farró Barcelona,Putget - Farró,750.0,50.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_ascensor_y_calefaccion_putget_farro-barcelona-i30853000000163.htm?pag=684&f=&geo=p&from=list&lo=55,41.40746,2.13961,27,0
10525,Alquiler piso  con ascensor en Les Corts Barcelona,Les Corts,780.0,50.0,1,1,nan,,,https://www.habitaclia.com/alquiler-piso-con_ascensor_les_corts-barcelona-i30853000000113.htm?pag=684&f=&geo=p&from=list&lo=55,41.38529,2.12912,19,0
10526,Alquiler piso en Dreta de l´Eixample Barcelona,Dreta de l´Eixample,1100.0,72.0,3,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-dreta_de_l_eixample-barcelona-i27861003930184.htm?pag=684&f=&geo=p&from=list&lo=55,41.3998754,2.170417,07,0
10527,Alquiler piso  amueblado de tres dormitorios en les corts en Barcelona,Badal,1030.0,71.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-amueblado_de_tres_dormitorios_en_les_corts_badal-barcelona-i1075002121486.htm?pag=684&f=&geo=p&from=list&lo=55,41.3763179,2.1242158,17,0
10528,"Alquiler piso en carrer villarroel con encanto excelente ubicacion, listo para vivir en Barcelona",Sant Antoni,750.0,44.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-con_encanto_excelente_ubicacion_listo_para_vivir_calle_villarroel_13_sant_antoni-barcelona-i500004065904.htm?pag=684&f=&geo=p&from=list&lo=55,41.3807743,2.1623885,10,0
10529,Alquiler piso jovellanos (pelai) en Raval Barcelona,Raval,950.0,60.0,1,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-jovellanos_pelai_raval-barcelona-i36054000000051.htm?pag=684&f=&geo=p&from=list&lo=55,41.385204,2.167837,01,0
10530,Alquiler piso andrade 94 (fluvià) en Sant Martí Barcelona,Sant Martí,745.0,60.0,3,1,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-andrade_94_fluvia_sant_marti-barcelona-i36054000000028.htm?pag=684&f=&geo=p&from=list&lo=55,41.413646,2.198713,72,0
10531,Alquiler piso vivienda con piscina comunitaria en Barcelona,Sant Ramon - Maternitat,999.0,87.0,3,2,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-vivienda_con_piscina_comunitaria_sant_ramon_maternitat-barcelona-i2314004046163.htm?pag=684&f=&geo=p&from=list&lo=55,41.3779598496,2.1105869772,20,0
10532,Alquiler piso  de diseño en Vila de Gràcia Barcelona,Vila de Gràcia,1000.0,60.0,2,2,nan,Amueblado ,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-de_diseno_vila_de_gracia-barcelona-i5194003884507.htm?pag=684&f=&geo=p&from=list&lo=55,41.4052850378,2.1589279732,31,0
10535,Alquiler piso loft en alquiler en la calle galileu - Les Corts en Barcelona,Les Corts,690.0,28.0,1,1,nan,Amueblado ,,https://www.habitaclia.com/alquiler-piso-loft_en_en_la_calle_galileu_les_corts_les_corts-barcelona-i30287000000338.htm?pag=684&f=&geo=p&from=list&lo=55,41.383651375999996,2.132402855,19,0
10536,Alquiler apartamento bella chic boqueria - apartamento de diseño de 1 dorm junto a la rambla en Barcelona,Raval,1150.0,50.0,1,1,nan,,,https://www.habitaclia.com/alquiler-apartamento-bella_chic_boqueria_de_diseno_de_1_dorm_junto_a_la_raval-barcelona-i30466000003277.htm?pag=685&f=&geo=p&from=list&lo=55,41.3813326,2.1720964,01,0
10537,Alquiler piso reformado-aire acondicionado en Hostafrancs Barcelona,Hostafrancs,900.0,71.0,2,2,nan,,Sin plaza parking,https://www.habitaclia.com/alquiler-piso-reformado_aire_acondicionado_hostafrancs-barcelona-i3983003736481.htm?pag=683&f=&geo=p&from=list&lo=55,41.3760338338,2.1455351783000003,15,0
10538,Alquiler casa impresionante casa en tibidabo con vistas a toda en Barcelona,Vallvidrera - Tibidabo - Les Planes,7500.0,246.0,2,3,nan,Amueblado ,,https://www.habitaclia.com/alquiler-casa-impresionante_en_tibidabo_con_vistas_a_toda_vallvidrera_tibidabo_les_planes-barcelona-i5352001946600.htm?pag=680&f=&geo=p&from=list&lo=55,41.4255,2.12214,22,0
